id,customer_id,amount,order_date
43867,15297,838.21,2026-02-14
43885,20442,871.37,2026-02-18
43955,44754,877.01,2026-02-16
43963,12338,154.13,2026-02-14
44021,31478,793.83,2026-02-14
44058,7425,468.13,2026-02-16
44071,38285,229.3,2026-02-15
44078,20509,865.66,2026-02-16
44092,8045,465.07,2026-02-12
44124,27533,611.66,2026-02-16
44135,21192,157.39,2026-02-15
44142,47115,960.72,2026-02-12
44154,19314,665.35,2026-02-12
44248,42553,717.39,2026-02-16
44311,14772,348.11,2026-02-13
44474,47208,953.83,2026-02-16
44534,30991,390.17,2026-02-18
44671,24894,349.8,2026-02-14
44698,47956,952.11,2026-02-16
44847,39338,113.07,2026-02-13
44913,44398,408.79,2026-02-15
44930,46531,593.75,2026-02-13
44989,45148,934.93,2026-02-13
45039,8545,411.19,2026-02-13
45066,3242,304.24,2026-02-15
45161,37230,762.4,2026-02-15
45215,3122,278.15,2026-02-14
45233,14856,794.49,2026-02-14
45241,47153,895.88,2026-02-18
45259,19212,154.04,2026-02-12
45268,29354,475.0,2026-02-13
45283,14422,530.77,2026-02-12
45321,26824,990.83,2026-02-12
45346,43608,490.6,2026-02-18
45396,37043,934.03,2026-02-15
45397,19610,150.66,2026-02-12
45517,20881,222.75,2026-02-15
45546,31323,758.03,2026-02-12
45729,37772,959.43,2026-02-18
45793,11958,31.22,2026-02-15
45808,20613,550.23,2026-02-14
45841,8802,42.83,2026-02-16
45896,4916,352.63,2026-02-12
46003,13749,469.55,2026-02-14
46037,47060,848.48,2026-02-18
46077,4067,565.98,2026-02-15
46179,1577,93.5,2026-02-17
46185,3878,524.56,2026-02-14
46201,21502,299.61,2026-02-17
46217,35952,383.12,2026-02-15
46315,23649,747.63,2026-02-12
46332,4101,377.06,2026-02-12
46390,16861,837.94,2026-02-16
46723,44613,131.22,2026-02-15
46724,32847,339.4,2026-02-15
46787,30037,366.68,2026-02-14
46798,48577,838.05,2026-02-15
47050,21138,425.8,2026-02-16
47111,42033,547.99,2026-02-18
47121,39895,522.95,2026-02-14
47144,8196,239.0,2026-02-15
47239,13796,81.88,2026-02-12
47383,13474,499.77,2026-02-18
47404,20298,145.23,2026-02-16
47409,20991,134.03,2026-02-18
47436,21310,654.38,2026-02-18
47487,2672,81.26,2026-02-13
47656,30662,892.84,2026-02-18
47682,20411,831.04,2026-02-16
47749,44264,987.94,2026-02-14
47793,11190,199.31,2026-02-18
47903,14019,813.41,2026-02-12
47990,16861,757.33,2026-02-17
48048,7340,840.4,2026-02-17
48261,41023,210.5,2026-02-16
48365,31503,287.82,2026-02-12
48507,28182,393.07,2026-02-16
48557,1424,326.63,2026-02-17
48628,11051,751.07,2026-02-13
48630,6714,473.87,2026-02-16
48635,17258,854.48,2026-02-17
48698,38869,717.4,2026-02-14
48717,43770,310.74,2026-02-14
48743,2097,169.7,2026-02-15
48751,43103,398.64,2026-02-16
48838,17572,432.66,2026-02-18
48881,34413,509.07,2026-02-13
48889,14286,467.26,2026-02-16
49041,31035,848.19,2026-02-15
49128,29524,813.8,2026-02-17
49215,29531,325.62,2026-02-17
49236,13504,252.2,2026-02-16
49586,3372,456.19,2026-02-12
49698,41760,900.94,2026-02-12
49801,32205,412.98,2026-02-14
49817,2449,333.34,2026-02-18
49821,38692,94.68,2026-02-14
49859,14850,602.91,2026-02-14
49959,24848,217.07,2026-02-17
49966,25590,403.75,2026-02-13
49970,18617,700.66,2026-02-16
50001,7082,143.76,2026-02-18
50069,2743,59.7,2026-02-16
50070,17027,970.17,2026-02-14
50102,31545,875.93,2026-02-13
50148,29985,29.96,2026-02-15
50186,15526,135.09,2026-02-16
50231,44163,693.58,2026-02-16
50247,4120,181.98,2026-02-14
50270,18164,108.54,2026-02-14
50321,38590,598.59,2026-02-13
50370,45589,335.11,2026-02-16
50437,8970,741.17,2026-02-12
50549,23540,616.43,2026-02-14
50679,24718,379.15,2026-02-14
50723,31514,14.28,2026-02-17
50751,34821,852.44,2026-02-15
50793,42329,665.74,2026-02-17
50863,32438,796.46,2026-02-16
50923,46767,37.57,2026-02-15
50955,41471,44.75,2026-02-16
51052,21043,121.25,2026-02-13
51105,7288,495.49,2026-02-16
51155,18645,251.08,2026-02-14
51209,15654,415.03,2026-02-13
51339,32324,97.65,2026-02-17
51506,7831,897.15,2026-02-13
51518,9388,708.75,2026-02-14
51560,49778,258.05,2026-02-18
51603,12705,372.55,2026-02-12
51618,28246,46.95,2026-02-13
51635,41277,171.62,2026-02-15
51687,30996,755.86,2026-02-14
51717,32069,825.86,2026-02-15
51773,10351,429.7,2026-02-12
51926,13784,468.5,2026-02-13
51955,1910,346.2,2026-02-14
51982,45569,497.88,2026-02-18
51990,2023,955.31,2026-02-18
52004,2327,596.31,2026-02-15
52019,22701,604.15,2026-02-12
52073,41522,917.29,2026-02-15
52319,23322,932.73,2026-02-18
52331,26376,728.47,2026-02-16
52349,3236,774.67,2026-02-15
52423,3418,493.79,2026-02-16
52435,26338,962.11,2026-02-13
52436,12294,52.4,2026-02-13
52474,28631,219.74,2026-02-16
52592,43872,934.24,2026-02-18
52609,60,554.17,2026-02-18
52662,38150,594.37,2026-02-16
52674,24052,242.83,2026-02-12
52706,27625,468.72,2026-02-17
52715,3102,762.51,2026-02-15
52717,41059,826.09,2026-02-18
52785,41309,714.87,2026-02-17
52894,25808,915.21,2026-02-12
52966,46771,114.88,2026-02-12
52972,37037,366.7,2026-02-14
53056,36503,942.11,2026-02-15
53140,19440,170.85,2026-02-18
53192,7765,434.0,2026-02-13
53305,26543,721.41,2026-02-13
53379,24937,236.54,2026-02-18
53396,6853,912.57,2026-02-14
53414,15910,279.0,2026-02-13
53423,36527,330.44,2026-02-14
53477,16896,307.58,2026-02-12
53496,36371,399.53,2026-02-12
53574,11407,946.04,2026-02-15
53629,6560,274.6,2026-02-14
53635,39864,473.06,2026-02-12
53759,14836,538.12,2026-02-16
53841,35290,106.17,2026-02-14
53896,18216,525.5,2026-02-14
54125,48723,79.74,2026-02-12
54267,41057,55.61,2026-02-14
54300,48826,347.74,2026-02-13
54371,27290,127.22,2026-02-16
54437,45691,752.18,2026-02-14
54527,16824,779.62,2026-02-15
54576,12738,926.96,2026-02-12
54624,5920,417.37,2026-02-17
54648,12137,535.64,2026-02-18
54653,47251,107.58,2026-02-12
54703,28682,850.62,2026-02-17
54731,42500,85.75,2026-02-17
54764,33019,649.94,2026-02-12
54767,20764,985.69,2026-02-14
54864,18455,841.57,2026-02-15
54865,30558,279.88,2026-02-17
54883,14229,219.15,2026-02-15
55027,32457,379.69,2026-02-14
55054,32094,544.69,2026-02-13
55071,121,251.61,2026-02-16
55086,17982,717.51,2026-02-17
55090,11591,351.25,2026-02-15
55142,44909,531.61,2026-02-18
55148,1434,322.18,2026-02-12
55202,42381,259.7,2026-02-12
55257,2776,309.9,2026-02-13
55310,9625,638.19,2026-02-17
55328,46327,798.54,2026-02-15
55344,28346,423.5,2026-02-18
55406,36907,278.27,2026-02-13
55439,38346,826.25,2026-02-15
55522,26313,293.81,2026-02-18
55560,48706,323.39,2026-02-13
55581,37027,463.41,2026-02-15
55626,25265,512.42,2026-02-12
55665,10133,473.89,2026-02-15
55769,33959,885.57,2026-02-14
55815,24875,270.53,2026-02-16
55822,17056,942.49,2026-02-15
55869,40995,122.91,2026-02-15
55923,9161,928.74,2026-02-13
56012,25903,691.05,2026-02-12
56052,31732,666.08,2026-02-12
56118,35538,410.03,2026-02-15
56123,43958,224.59,2026-02-15
56145,13248,546.96,2026-02-17
56174,27629,824.96,2026-02-18
56233,14120,434.49,2026-02-17
56295,16118,934.87,2026-02-17
56353,1703,722.24,2026-02-12
56405,46068,119.94,2026-02-15
56453,11559,353.61,2026-02-14
56517,48565,193.09,2026-02-14
56527,19601,950.95,2026-02-16
56530,20090,389.17,2026-02-14
56541,7523,275.45,2026-02-13
56550,26853,307.8,2026-02-17
56659,36830,202.82,2026-02-15
56674,42124,285.3,2026-02-17
56913,46238,821.83,2026-02-15
56944,4278,671.64,2026-02-16
56955,23446,769.47,2026-02-17
56959,2367,848.69,2026-02-15
57223,10699,937.16,2026-02-17
57247,49696,929.24,2026-02-14
57330,38005,397.18,2026-02-14
57352,5405,758.06,2026-02-15
57392,3572,348.99,2026-02-16
57465,12006,613.81,2026-02-18
57507,41927,135.79,2026-02-12
57510,11688,386.54,2026-02-15
57525,48451,605.42,2026-02-16
57542,28315,557.03,2026-02-17
57549,10834,400.47,2026-02-13
57563,46128,439.3,2026-02-13
57720,6462,722.75,2026-02-14
57750,2695,696.76,2026-02-18
57825,49264,199.46,2026-02-16
57928,17350,55.62,2026-02-15
57950,46184,133.69,2026-02-15
58005,6633,916.23,2026-02-15
58069,11175,186.46,2026-02-15
58198,578,655.9,2026-02-16
58245,24851,481.61,2026-02-15
58292,44189,845.86,2026-02-18
58435,3605,886.71,2026-02-16
58471,27031,166.64,2026-02-14
58518,25379,772.21,2026-02-15
58529,28038,969.81,2026-02-16
58604,6788,905.88,2026-02-17
58745,42169,892.62,2026-02-13
58771,48081,137.91,2026-02-18
58796,19560,149.26,2026-02-17
58821,41008,319.1,2026-02-18
58856,29069,941.34,2026-02-18
58913,48063,176.84,2026-02-15
58986,11771,837.23,2026-02-13
59066,10339,515.68,2026-02-12
59117,970,771.94,2026-02-14
59124,40211,838.39,2026-02-14
59130,2437,303.2,2026-02-13
59143,22406,261.04,2026-02-15
59231,28902,457.27,2026-02-12
59232,35217,553.52,2026-02-16
59280,2470,127.64,2026-02-17
59297,17041,815.13,2026-02-17
59310,24239,150.5,2026-02-14
59343,35824,677.7,2026-02-15
59382,34943,434.96,2026-02-17
59432,28232,763.24,2026-02-17
59447,31728,377.25,2026-02-15
59459,39128,899.43,2026-02-15
59463,1927,977.72,2026-02-13
59498,23705,98.64,2026-02-14
59502,41591,644.53,2026-02-15
59515,19000,961.27,2026-02-16
59537,33128,37.19,2026-02-15
59575,2905,78.94,2026-02-14
59632,36884,569.89,2026-02-14
59789,7921,540.21,2026-02-14
59820,35828,656.96,2026-02-12
59879,15729,376.01,2026-02-16
60042,3529,108.8,2026-02-13
60090,20714,409.7,2026-02-15
60170,33209,208.88,2026-02-12
60245,8791,497.44,2026-02-18
60279,44059,722.57,2026-02-17
60299,1960,241.97,2026-02-12
60300,22741,234.04,2026-02-12
60439,21594,794.77,2026-02-16
60448,1260,530.19,2026-02-13
60552,222,509.01,2026-02-17
60589,54,44.93,2026-02-18
60601,17325,631.02,2026-02-16
60606,7872,314.63,2026-02-18
60620,2947,231.47,2026-02-15
60621,40941,775.27,2026-02-18
60635,48510,513.01,2026-02-12
60658,4818,539.1,2026-02-15
60682,38769,23.15,2026-02-12
60757,9972,783.59,2026-02-14
60784,12993,807.13,2026-02-18
60855,47761,311.69,2026-02-15
60865,22209,899.75,2026-02-16
60893,47373,432.27,2026-02-18
60938,34839,399.83,2026-02-17
60986,41943,185.32,2026-02-16
61028,46066,901.98,2026-02-16
61044,43774,83.7,2026-02-17
61143,48093,432.16,2026-02-15
61183,289,342.29,2026-02-18
61208,48121,720.54,2026-02-17
61214,8345,107.1,2026-02-18
61217,21641,114.97,2026-02-15
61245,12238,810.82,2026-02-16
61254,9699,169.55,2026-02-13
61266,29602,250.06,2026-02-15
61272,48949,819.66,2026-02-12
61292,2431,975.12,2026-02-13
61354,40961,286.42,2026-02-14
61447,47059,112.33,2026-02-13
61466,22060,589.04,2026-02-15
61476,41108,431.72,2026-02-17
61545,10489,462.56,2026-02-18
61548,599,329.63,2026-02-12
61561,3216,571.08,2026-02-17
61565,7863,226.15,2026-02-18
61571,11969,476.22,2026-02-16
61646,43299,296.67,2026-02-15
61674,33942,710.9,2026-02-14
61738,26575,638.46,2026-02-12
61824,2075,982.73,2026-02-17
61850,47965,194.67,2026-02-14
61852,25451,333.65,2026-02-17
61894,22379,451.42,2026-02-16
61906,29460,46.2,2026-02-15
62023,12675,754.22,2026-02-17
62136,4226,152.18,2026-02-17
62413,19913,539.94,2026-02-13
62434,4622,643.0,2026-02-17
62509,13088,590.01,2026-02-18
62536,10521,170.23,2026-02-18
62587,39618,567.86,2026-02-15
62589,29413,352.9,2026-02-12
62629,22057,160.12,2026-02-13
62661,47938,130.01,2026-02-12
62710,40969,502.91,2026-02-17
62722,33588,686.43,2026-02-13
62815,33971,619.59,2026-02-18
62877,400,420.38,2026-02-15
62929,2146,900.35,2026-02-15
63043,8145,57.77,2026-02-18
63053,31142,702.71,2026-02-16
63156,23754,963.73,2026-02-18
63228,2336,847.02,2026-02-17
63308,26403,210.85,2026-02-12
63324,13318,555.76,2026-02-15
63448,26514,537.7,2026-02-15
63600,8384,242.12,2026-02-13
63646,23004,979.86,2026-02-14
63654,34503,691.06,2026-02-17
63763,49789,78.21,2026-02-15
63888,29745,119.78,2026-02-12
63893,26614,808.99,2026-02-15
64124,49743,99.04,2026-02-12
64228,37410,197.63,2026-02-12
64252,48925,344.43,2026-02-15
64346,14176,387.36,2026-02-16
64351,29716,513.41,2026-02-12
64504,7413,747.59,2026-02-18
64528,20178,214.59,2026-02-14
64555,26875,217.9,2026-02-14
64574,3919,159.12,2026-02-12
64587,21756,909.36,2026-02-17
64598,37299,566.12,2026-02-13
64697,44183,633.24,2026-02-15
64714,29074,273.4,2026-02-18
64847,10825,639.24,2026-02-12
64858,24431,432.96,2026-02-17
64954,1758,813.5,2026-02-17
64982,8412,976.06,2026-02-18
65030,11636,497.56,2026-02-13
65049,1215,624.3,2026-02-12
65109,21845,615.02,2026-02-14
65131,4773,464.64,2026-02-13
65152,41218,231.31,2026-02-15
65236,15730,421.58,2026-02-14
65327,7710,365.78,2026-02-12
65582,25471,385.54,2026-02-15
65634,14522,141.31,2026-02-15
65714,22420,322.95,2026-02-14
65819,21959,72.25,2026-02-17
65924,33777,710.63,2026-02-17
66042,5250,107.45,2026-02-18
66044,47875,142.61,2026-02-18
66074,27849,761.73,2026-02-16
66123,4138,607.54,2026-02-15
66248,32206,531.07,2026-02-16
66259,19021,249.29,2026-02-17
66305,44148,886.0,2026-02-17
66526,40423,607.8,2026-02-15
66571,13953,428.39,2026-02-12
66646,20773,930.16,2026-02-17
66665,4762,696.87,2026-02-17
66810,41024,373.41,2026-02-16
66833,4663,661.68,2026-02-18
66927,6254,575.89,2026-02-16
67046,15105,156.59,2026-02-12
67183,42214,818.89,2026-02-13
67216,41881,368.96,2026-02-17
67291,13189,466.37,2026-02-16
67315,44920,831.85,2026-02-13
67358,4273,88.69,2026-02-12
67479,12564,255.44,2026-02-13
67502,43046,301.88,2026-02-15
67554,11935,603.26,2026-02-14
67555,2127,496.71,2026-02-17
67594,24304,499.55,2026-02-15
67630,33433,371.94,2026-02-15
67705,31207,544.38,2026-02-17
67785,2767,80.12,2026-02-12
67946,43439,361.83,2026-02-14
67957,35305,60.52,2026-02-17
68013,24979,747.3,2026-02-18
68017,12611,789.31,2026-02-18
68057,49621,347.28,2026-02-15
68069,7513,367.96,2026-02-15
68226,30196,469.88,2026-02-14
68256,32196,225.31,2026-02-16
68278,49498,999.39,2026-02-13
68291,17697,505.48,2026-02-15
68292,15319,995.5,2026-02-17
68405,20067,118.28,2026-02-13
68515,12125,447.64,2026-02-17
68546,26547,216.04,2026-02-18
68658,39891,484.35,2026-02-15
68770,14528,63.88,2026-02-17
68814,45647,524.92,2026-02-16
68818,43529,291.37,2026-02-14
68842,4099,698.9,2026-02-16
68952,31222,20.22,2026-02-12
69033,9503,105.45,2026-02-13
69085,37865,180.49,2026-02-14
69124,48646,489.4,2026-02-17
69153,12990,638.57,2026-02-12
69173,40274,139.12,2026-02-16
69176,15413,461.94,2026-02-14
69189,14672,25.86,2026-02-15
69264,32269,220.17,2026-02-16
69397,39180,316.71,2026-02-18
69401,24200,707.89,2026-02-16
69544,8856,935.0,2026-02-12
69612,17595,63.81,2026-02-15
69663,42810,239.15,2026-02-13
69684,9829,891.06,2026-02-18
69754,30467,899.78,2026-02-13
69769,20371,184.38,2026-02-18
69860,44219,699.04,2026-02-13
69913,31540,736.13,2026-02-13
69925,15568,696.99,2026-02-13
70076,5657,514.5,2026-02-12
70312,44790,11.76,2026-02-17
70351,33931,328.99,2026-02-14
70368,5401,104.09,2026-02-17
70374,38362,745.25,2026-02-18
70457,14814,682.74,2026-02-17
70475,12168,602.57,2026-02-16
70566,38957,269.8,2026-02-13
70639,28652,873.28,2026-02-12
70663,427,917.08,2026-02-18
70687,6417,604.31,2026-02-14
70735,2552,860.0,2026-02-13
70761,12386,822.36,2026-02-13
70903,16916,448.96,2026-02-17
70986,36629,227.48,2026-02-18
71022,23302,684.81,2026-02-12
71118,17672,318.27,2026-02-14
71140,35789,39.84,2026-02-16
71179,37899,274.59,2026-02-14
71209,35539,591.61,2026-02-14
71216,3681,364.32,2026-02-17
71319,41023,850.61,2026-02-18
71334,12344,557.5,2026-02-14
71391,9130,314.76,2026-02-14
71401,38305,659.7,2026-02-17
71451,17944,939.81,2026-02-17
71495,24344,27.16,2026-02-14
71500,670,526.36,2026-02-18
71642,865,559.91,2026-02-16
71727,48447,809.9,2026-02-12
71781,18701,933.39,2026-02-13
71803,47244,637.32,2026-02-16
71809,253,149.95,2026-02-12
71820,8935,716.5,2026-02-17
71836,24026,980.89,2026-02-13
71885,36537,850.95,2026-02-18
71990,13854,397.94,2026-02-14
72088,42561,459.32,2026-02-16
72240,15114,987.59,2026-02-18
72288,21637,608.8,2026-02-13
72290,27490,524.85,2026-02-17
72295,47498,305.35,2026-02-16
72483,21601,793.61,2026-02-17
72515,27765,672.47,2026-02-16
72529,16722,442.27,2026-02-15
72599,49790,606.56,2026-02-18
72609,32258,918.77,2026-02-16
72729,21861,575.57,2026-02-17
72772,28733,294.25,2026-02-13
72852,30917,743.11,2026-02-18
72865,1992,382.95,2026-02-12
72917,39963,291.27,2026-02-18
72940,15678,602.09,2026-02-17
73001,12331,398.13,2026-02-16
73023,46795,56.88,2026-02-14
73024,48102,418.41,2026-02-14
73046,20254,928.16,2026-02-14
73049,25683,852.19,2026-02-14
73110,39959,771.88,2026-02-12
73163,27343,28.5,2026-02-13
73226,3089,996.85,2026-02-14
73260,35608,149.23,2026-02-15
73387,41736,284.68,2026-02-14
73417,24295,90.99,2026-02-17
73461,15559,949.2,2026-02-12
73543,20908,805.71,2026-02-17
73562,2821,338.06,2026-02-15
73574,44469,256.53,2026-02-15
73732,32223,182.5,2026-02-18
73749,42632,488.44,2026-02-14
73764,5101,860.14,2026-02-18
73767,512,120.29,2026-02-15
73821,31032,596.94,2026-02-12
73926,38557,594.69,2026-02-13
73950,27376,592.41,2026-02-16
73962,24442,104.37,2026-02-15
74040,19384,951.15,2026-02-17
74087,15675,466.07,2026-02-12
74095,26079,258.22,2026-02-13
74173,31464,218.79,2026-02-14
74241,6070,470.24,2026-02-12
74443,33887,833.47,2026-02-16
74483,47169,376.34,2026-02-16
74498,15718,858.32,2026-02-12
74576,45518,85.74,2026-02-16
74655,8260,683.63,2026-02-17
74829,14790,23.42,2026-02-13
74846,31892,719.38,2026-02-18
74848,45397,538.56,2026-02-18
74895,48428,720.58,2026-02-17
74912,11609,898.23,2026-02-13
74971,28218,466.63,2026-02-12
74977,47931,963.12,2026-02-13
75047,35033,494.58,2026-02-18
75087,34641,126.27,2026-02-17
75215,16346,349.04,2026-02-17
75290,20992,895.85,2026-02-12
75333,28306,432.31,2026-02-17
75362,47379,330.29,2026-02-15
75414,26859,890.37,2026-02-14
75445,4354,812.57,2026-02-18
75488,45690,537.07,2026-02-14
75497,29460,503.54,2026-02-14
75534,33234,824.98,2026-02-12
75580,11633,707.44,2026-02-12
75582,14144,754.37,2026-02-12
75633,39419,136.32,2026-02-14
75703,15944,125.17,2026-02-13
75743,2905,668.3,2026-02-13
75785,16699,201.42,2026-02-18
75916,27706,507.76,2026-02-18
76203,40572,945.38,2026-02-16
76284,45279,400.58,2026-02-17
76332,4077,350.06,2026-02-18
76359,28725,909.96,2026-02-17
76369,1497,682.8,2026-02-16
76415,18552,849.08,2026-02-12
76418,21530,913.61,2026-02-16
76491,6774,205.65,2026-02-17
76508,18045,528.97,2026-02-14
76511,2379,721.98,2026-02-15
76561,46475,405.4,2026-02-13
76625,40589,311.52,2026-02-12
76773,46197,306.63,2026-02-13
76790,16021,87.83,2026-02-12
76796,11000,684.39,2026-02-17
76842,29575,506.27,2026-02-13
76879,12055,828.07,2026-02-13
76990,9333,832.15,2026-02-17
77048,40004,27.36,2026-02-13
77053,49931,329.53,2026-02-15
77060,45044,903.42,2026-02-13
77096,22070,265.86,2026-02-12
77137,30316,611.0,2026-02-12
77192,46758,410.09,2026-02-16
77211,13129,303.09,2026-02-17
77267,29665,786.39,2026-02-12
77368,42950,961.22,2026-02-15
77388,32397,225.47,2026-02-17
77412,27751,223.5,2026-02-12
77555,33625,494.33,2026-02-13
77561,3880,635.83,2026-02-12
77575,38394,257.7,2026-02-16
77590,31928,803.9,2026-02-18
77650,47466,973.6,2026-02-15
77828,37736,911.38,2026-02-17
77842,48227,748.19,2026-02-15
77861,27447,168.0,2026-02-18
77923,40079,911.57,2026-02-15
77948,15661,516.91,2026-02-14
78021,10198,173.15,2026-02-13
78066,30289,786.88,2026-02-17
78089,17222,807.42,2026-02-13
78142,31869,298.95,2026-02-17
78165,16414,304.9,2026-02-12
78179,28520,688.39,2026-02-16
78200,44406,877.81,2026-02-12
78261,43237,235.52,2026-02-16
78289,30957,178.41,2026-02-13
78290,1098,897.95,2026-02-16
78300,26733,467.59,2026-02-15
78364,40234,870.57,2026-02-16
78392,9593,465.05,2026-02-12
78465,17083,166.3,2026-02-16
78474,46116,584.86,2026-02-18
78482,1811,509.75,2026-02-16
78592,37120,994.87,2026-02-16
78689,30525,705.78,2026-02-16
78709,48513,700.06,2026-02-14
78727,7164,963.24,2026-02-18
78833,37963,101.07,2026-02-16
78849,23058,628.84,2026-02-17
78916,2647,938.29,2026-02-12
78933,30260,645.74,2026-02-16
78988,22316,337.2,2026-02-14
79098,48471,752.07,2026-02-15
79109,36409,178.74,2026-02-15
79268,11142,955.96,2026-02-14
79292,31444,915.39,2026-02-17
79367,47911,88.82,2026-02-16
79384,40778,322.34,2026-02-15
79393,32827,110.97,2026-02-12
79442,46734,108.62,2026-02-18
79452,44251,81.9,2026-02-15
79474,16351,733.88,2026-02-17
79506,28343,980.84,2026-02-12
79537,48902,85.94,2026-02-14
79565,23801,751.61,2026-02-16
79585,3808,24.33,2026-02-13
79596,9058,54.66,2026-02-18
79741,28764,990.43,2026-02-18
79788,24032,899.75,2026-02-16
79802,17353,751.23,2026-02-12
79849,43459,384.7,2026-02-17
79852,39369,765.7,2026-02-18
79886,23628,731.33,2026-02-17
79955,14422,414.93,2026-02-18
79971,20069,695.3,2026-02-13
79973,41242,840.52,2026-02-12
80028,28228,816.25,2026-02-15
80095,25382,769.74,2026-02-16
80122,38618,213.64,2026-02-13
80162,41626,553.5,2026-02-14
80250,27018,951.96,2026-02-13
80277,5329,777.85,2026-02-13
80279,26125,122.4,2026-02-13
80329,29920,519.22,2026-02-15
80330,3765,341.84,2026-02-18
80422,35992,346.97,2026-02-14
80528,17395,938.86,2026-02-16
80542,8440,569.84,2026-02-16
80548,34855,794.39,2026-02-15
80673,37416,523.92,2026-02-14
80703,28594,228.72,2026-02-13
80709,6651,631.42,2026-02-15
80749,23818,935.63,2026-02-12
80760,25477,94.15,2026-02-12
80944,5985,556.41,2026-02-15
81166,13810,607.17,2026-02-15
81215,38712,759.73,2026-02-16
81231,45064,301.05,2026-02-16
81255,797,343.59,2026-02-12
81290,43756,316.44,2026-02-12
81325,3604,107.92,2026-02-15
81386,19361,340.86,2026-02-16
81489,30726,65.32,2026-02-17
81545,46714,205.52,2026-02-17
81558,25219,179.27,2026-02-12
81725,17008,110.96,2026-02-14
81734,976,749.66,2026-02-14
81836,12077,24.76,2026-02-15
81863,5048,473.21,2026-02-16
81881,13835,483.54,2026-02-14
81966,46780,134.58,2026-02-13
82034,46423,84.68,2026-02-18
82070,23561,672.84,2026-02-17
82156,19580,96.03,2026-02-13
82220,49128,283.46,2026-02-14
82223,48176,939.5,2026-02-15
82282,36350,277.03,2026-02-12
82437,13157,537.55,2026-02-18
82509,10344,824.18,2026-02-16
82560,10613,96.99,2026-02-16
82626,42966,141.67,2026-02-15
82636,6201,123.28,2026-02-14
82643,26826,573.49,2026-02-16
82658,114,412.25,2026-02-17
82730,14013,928.39,2026-02-18
82831,41131,593.47,2026-02-14
82839,34134,966.14,2026-02-14
82868,47023,489.99,2026-02-16
82918,39160,558.44,2026-02-16
83022,4586,675.2,2026-02-12
83102,14647,710.93,2026-02-15
83172,38274,826.3,2026-02-14
83294,32184,53.49,2026-02-16
83339,3618,66.77,2026-02-17
83344,20198,140.13,2026-02-17
83419,30043,354.22,2026-02-16
83482,1466,243.58,2026-02-13
83634,41791,753.66,2026-02-13
83671,41644,973.01,2026-02-16
83767,44334,413.46,2026-02-13
83837,3193,521.44,2026-02-13
83867,42066,775.37,2026-02-12
83932,1516,218.34,2026-02-13
83933,43897,427.96,2026-02-18
83971,45041,368.61,2026-02-13
83991,22515,380.22,2026-02-17
84006,21524,362.24,2026-02-14
84007,40526,701.63,2026-02-18
84018,34908,399.66,2026-02-17
84107,11756,308.92,2026-02-13
84116,19824,348.5,2026-02-16
84172,13125,783.29,2026-02-13
84173,49574,180.71,2026-02-14
84262,1929,567.22,2026-02-17
84404,31960,303.8,2026-02-15
84436,36541,129.42,2026-02-18
84442,8335,15.31,2026-02-13
84556,35464,93.82,2026-02-13
84560,14442,720.23,2026-02-16
84626,11296,167.19,2026-02-17
84684,22078,666.28,2026-02-15
84697,39144,781.18,2026-02-16
84868,15814,403.13,2026-02-13
84897,45589,11.17,2026-02-15
84994,43030,128.38,2026-02-17
84995,26318,159.16,2026-02-12
84998,29386,122.74,2026-02-17
85053,45645,477.18,2026-02-17
85068,48980,489.56,2026-02-17
85116,40456,855.1,2026-02-13
85205,44636,864.46,2026-02-12
85293,15171,760.54,2026-02-13
85459,48869,654.78,2026-02-12
85511,49698,614.26,2026-02-18
85540,312,584.66,2026-02-15
85542,4782,937.25,2026-02-12
85549,30828,674.28,2026-02-18
85583,38953,618.78,2026-02-18
85675,42887,496.36,2026-02-14
85712,49991,347.24,2026-02-12
85717,42758,981.47,2026-02-15
85765,37748,500.24,2026-02-15
85954,47589,356.97,2026-02-14
86022,41161,701.68,2026-02-16
86046,4780,376.39,2026-02-12
86083,32316,651.79,2026-02-15
86214,4868,141.31,2026-02-17
86242,42945,503.71,2026-02-18
86246,27289,368.18,2026-02-13
86255,34747,751.74,2026-02-13
86390,31731,468.57,2026-02-18
86403,46627,486.3,2026-02-14
86702,18054,534.37,2026-02-14
86761,93,214.92,2026-02-13
86980,2460,351.38,2026-02-14
87205,47424,78.13,2026-02-13
87231,12542,132.86,2026-02-17
87304,434,189.48,2026-02-13
87308,3279,449.1,2026-02-14
87309,42347,663.52,2026-02-15
87319,17522,658.03,2026-02-12
87342,26076,181.3,2026-02-12
87346,9153,246.73,2026-02-15
87431,12860,541.07,2026-02-18
87587,29212,586.29,2026-02-15
87632,30130,811.43,2026-02-14
87644,20745,333.29,2026-02-18
87710,4584,359.6,2026-02-17
87803,10848,455.84,2026-02-16
87832,6962,504.89,2026-02-16
87925,18546,396.27,2026-02-12
88070,49873,424.45,2026-02-17
88133,49695,407.75,2026-02-17
88185,7731,497.93,2026-02-14
88281,47259,149.96,2026-02-16
88308,14993,37.06,2026-02-12
88320,34946,873.7,2026-02-18
88350,22892,885.77,2026-02-15
88415,6418,420.11,2026-02-12
88462,48512,300.69,2026-02-12
88477,8727,406.99,2026-02-15
88542,6011,215.68,2026-02-17
88594,18700,950.64,2026-02-15
88685,8125,625.53,2026-02-16
